,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
104,COX7A1,TCF4,PBX4,,TNFRSF11B,LCP2,SCARA3,PTPN14,,C5AR1,,MEIS2,MZT2B,IL23A,,BOC,TNFRSF11A,VWA1,ADAP2,,,,TUBAL3,
105,CETN2,ERN1,STRIP2,,CPE,PLEK,SMAD9,TSPAN9,,S100A11,,KLHL29,CD180,ASIC1,,DIO2,BATF3,EDN1,GRN,,,,IL13RA2,
106,RAET1E,P2RY14,GRID2,,FHL1,PIK3AP1,KCNB2,AKAP12,,ADGRE3,,CNTN4,CHCHD2,CD5,,PRRX2,KIAA1549L,SLC9A3R2,CREG1,,,,OR52E5,
107,PIRT,RUBCNL,NPM1,,DAAM2,NCF1,CCDC85A,DOCK6,,RPS9,,PDLIM1,CCNB1,,,NID2,IL6,HTRA1,OSBPL6,,,,DUOXA1,
108,ACTL8,GPM6B,SEMA7A,,MYL9,GBP1,KIAA1755,NID1,,SLC22A15,,ZNF423,MRPL51,,,FBLN2,FSTL5,RAMP2,CYSLTR2,,,,SPDEF,
109,WNT3A,NTM,LDHB,,C6,CEBPB,MAOB,MMP16,,CASS4,,PLXNA2,TP73,,,TWIST1,PPP4R4,CCM2L,DNASE2,,,,FRMD1,
110,LGALS3BP,FAM81A,DNAJC6,,ADAMTSL2,GCA,ITGB4,CHRNA7,,CCNJL,,PCDH15,ADAM29,,,PDGFRA,KCNN2,NES,CKAP2L,,,,ANXA8,
111,IL17REL,CXorf21,KCNN4,,PTGER3,PILRA,CSTA,MAP1B,,TSPAN16,,FOXP2,CENPM,,,ABCC9,EXO1,MOV10L1,AXL,,,,IGSF9,
112,ALS2CL,TMEM170B,KIF18A,,NOTCH3,STX3,RAMP1,IQCA1,,DPEP2,,PLSCR4,RPS28,,,NFATC4,RBM20,SPRY4,ATP6AP1,,,,DLX6,
113,,MTCL1,DTL,,AMOTL2,LPCAT2,SLC30A8,ACKR3,,NSUN7,,JUN,SMDT1,,,FAM216B,IGSF1,ATG9B,IGSF10,,,,SLC2A4,
114,,DCK,DEPDC1B,,TBX18,PTAFR,SYNM,ELN,,ABCC6,,LTBP2,COX7C,,,PYGO1,NTRK2,CH25H,TRPV4,,,,CRYBA4,
115,,CRYM,TNF,,GAS1,CD274,TRHDE,TNXB,,PRAM1,,WHRN,UQCRB,,,MEIS3,DNAJC5B,GATA2,ZNF385A,,,,CEACAM7,
116,,SH3BP4,ZBTB32,,LONRF2,CXCR4,NDRG4,JCAD,,RGS18,,MID2,RASAL1,,,MEDAG,NPNT,NPR1,TFCP2L1,,,,MS4A2,
117,,BEND6,KIF23,,SLC25A48,NFAM1,TMEM119,MEGF6,,S100Z,,CD9,UQCR10,,,LZTS1,HS3ST5,FAM124B,SMIM30,,,,IQCF3,
118,,AR,CHEK1,,SPIC,SIGLEC10,ANO5,FAM189A2,,BEST1,,ART4,TAS1R1,,,ST6GAL2,TPTE,ACE,IGFBP2,,,,NEBL,
119,,RIMS3,E2F7,,EPHB6,FGR,CELF4,BCAR1,,TSPAN2,,SPOCK3,COX6B1,,,GPX8,CFAP46,STC2,EPOP,,,,NRG3,
120,,BAHCC1,C19orf48,,NBL1,PLAUR,HPGD,DOC2B,,SH3BGRL3,,SLC44A5,SNRNP25,,,TBX5,CHRNA6,PI16,GCKR,,,,SNCAIP,
121,,LCNL1,MCM10,,ATOH8,IGSF6,IGSF9B,PTCHD4,,SMIM35,,PLA1A,RPL22L1,,,SPOCD1,SLC26A9,ANGPTL8,RASSF4,,,,EYA2,
122,,CIB2,IZUMO4,,C11orf96,EFHD2,RSPO3,ALPK3,,SIGLEC9,,CSF1,CDC20,,,GPRC5A,PEG10,CAPN11,,,,,LINGO2,
123,,WNT10A,RAD54L,,ASPA,IFIT2,KIF25,KANK2,,ARG1,,GPRC5B,TRMT112,,,TREH,GTSF1,SNAI1,,,,,EFEMP1,
124,,PROC,CDS1,,SHOX2,ALOX5AP,STRA6,ARAP3,,CDKN2D,,TGFA,CD5L,,,ACTG2,PLPP4,SYT7,,,,,EYA4,
125,,GRB14,PMAIP1,,TYRO3,IFIT3,IGDCC4,FABP5,,AATK,,SGSM1,UBE2C,,,APELA,SPINK13,NRARP,,,,,GULP1,
126,,AHNAK2,CENPX,,KRT18,CASP1,PKDCC,HOXD3,,MGAM2,,CORO2B,SHISA8,,,SDK1,TBX20,PTPRG,,,,,PKHD1L1,
127,,TNNI2,UBE2T,,NKD2,TBC1D30,SEC14L5,LRCH2,,NLRP3,,BMX,ANAPC15,,,CYP7B1,KRT86,EPAS1,,,,,FGFR2,
128,,EPHA2,FLG,,ZNF703,B3GNT5,RGMA,LAYN,,HAL,,GALNT15,SF3B5,,,CACNA1C,CACNG8,APBB2,,,,,SLC4A4,
129,,P2RY6,SYDE2,,SYDE1,CD14,FAM3B,PGF,,COX7B,,CLCN4,ALYREF,,,CDH11,CYP19A1,COL4A2,,,,,TGFB2,
130,,,FOSL1,,FOXF1,CD300A,TFAP2C,PDE2A,,KCNE3,,HIF3A,SIT1,,,MEIS1,PLA2G12B,NRP1,,,,,CA8,
131,,,CDC25A,,NPY5R,APOBR,GJA4,FAM171B,,HCST,,SEC16B,GLRA3,,,YAP1,GABRR3,TMTC1,,,,,BMPR1B,
132,,,C4orf46,,PHF24,SOD2,SOX9,KBTBD11,,ZDHHC19,,ARL4A,HMGB3,,,SLIT2,MUCL3,DLC1,,,,,RASEF,
133,,,SKA1,,PABPC5,HSPA6,VSIG10L2,WFS1,,SLCO4C1,,TMEFF2,CAMK2B,,,NHS,CDH19,RAPGEF4,,,,,MYH14,
134,,,DMRT1,,P2RX6,CARD16,GATA4,RBP1,,FAM169B,,MFAP3L,CDT1,,,RUNX1T1,IGLON5,SASH1,,,,,SLC7A2,
135,,,LHX2,,SCN4B,CNGB1,TUBB2B,LRCOL1,,CXCL16,,CADM3,UCHL1,,,SLC24A3,RRM2,RASGRF2,,,,,EHF,
136,,,UGT3A1,,GSTM5,SCN1B,TMEM37,SPSB4,,FRAT1,,OLFM1,RPS17,,,SLC39A14,LIPF,PRSS23,,,,,SLC28A3,
137,,,DISP3,,CALD1,QPCT,GGTLC2,EFNA1,,PHOSPHO1,,EPHA2,BTNL2,,,GLI3,NYAP1,GRB10,,,,,WNK2,
138,,,EXO1,,SEMA5A,PLIN4,FOLH1,LOX,,TOMM22,,SRCIN1,PTCHD1,,,SPARC,XKR4,PCSK5,,,,,KLF5,
139,,,PAQR6,,IGFBP7,MYBPC3,CRIP1,DKK3,,TMEM72,,SHC2,ROMO1,,,PARVA,TENM3,HRH1,,,,,HS3ST2,
140,,,PLG,,TNC,HHLA2,OVCH2,ZNF343,,KCNK7,,WSCD1,POP7,,,HMCN1,STEAP1B,FAT4,,,,,MYBPC1,
141,,,TRIAP1,,NCKAP5,PNPLA1,TMEM158,RAB3IL1,,TMEM200B,,FZD8,CFAP73,,,LGR4,PLA2G4A,SORBS2,,,,,LYPD6B,
142,,,,,TANC1,CMTM2,CALHM5,BCHE,,PPP1R14D,,MYO7A,PTRHD1,,,CRISPLD2,AHR,FGD5,,,,,TTC6,
143,,,,,CXCL9,CIB3,TMSB15A,CORO6,,NDNF,,SLC19A3,SAPCD2,,,MRC2,ERC2,JAM2,,,,,AKR1C1,
144,,,,,PID1,LRFN1,S100A1,RNF112,,LAGE3,,SNCG,NACA2,,,MICALL2,AGMO,SPC25,,,,,LIPH,
145,,,,,ITGA1,FNDC3B,DIRAS3,RASGRP3,,SLC22A16,,SEMA6C,SAMD7,,,MT2A,MYO3B,CPXM2,,,,,LGR5,
146,,,,,NR2F2,LYN,LBHD2,PGM5,,BASP1,,SV2A,EFCAB1,,,VEGFA,CCR7,ARHGEF28,,,,,PPP2R2C,
147,,,,,FSIP1,SRGN,ENOX1,WWTR1,,MEGF9,,GPR146,EIF5AL1,,,SFRP4,PTGIR,SAMD5,,,,,GABRP,
148,,,,,MYLK,PIK3R5,TMEM178B,BACE2,,CPPED1,,C1orf115,BACH2,,,PPFIA2,ARHGAP6,CLEC1A,,,,,KLHDC7B,
149,,,,,CYP1B1,PPCDC,CR1,ST6GALNAC3,,SLC12A6,,FAM107A,ZNF804A,,,HAS2,TXN,PODXL,,,,,C2CD4B,
150,,,,,EGR1,IRAK3,PLCB4,PALD1,,BCL6,,CRHBP,PTMA,,,ABCA9,SPOCK1,CD93,,,,,FAM83E,
151,,,,,DENND2A,NBN,VCAM1,STK32B,,DUSP1,,SALL4,KANK1,,,KCND3,AMPH,MCF2L,,,,,CBLC,
152,,,,,KEL,SNX10,STPG2,GNG12,,CYTH4,,ZIM2,BCL7A,,,ZFHX4,CPA6,ELOVL7,,,,,COL7A1,
153,,,,,PLCXD3,RILPL2,RBMS3,CTDSPL,,FOS,,TRAPPC3L,LTB,,,F3,TRPC6,DKK2,,,,,SPATA18,
154,,,,,ACSS3,SLA,TENM4,ABLIM2,,MBOAT7,,FAM72B,TOP2A,,,ITGB5,VASH2,CAVIN1,,,,,FAM83F,
155,,,,,SERPING1,SLC45A4,PTPRT,ARHGAP23,,ARRB2,,HTR1E,RPS19,,,FBLIM1,GUCY1A2,TNS2,,,,,ALDH1L1,
156,,,,,PDLIM3,MT-ND4,GNA14,RGS3,,GMFG,,ST6GALNAC1,GAPDH,,,TPM2,TMEM273,ID3,,,,,PIP,
157,,,,,CDH18,SIRPA,MYO1B,TRMT9B,,REPS2,,MDH1B,RPL11,,,TMEM45A,TMEM217,SHE,,,,,SIX4,
158,,,,,IL34,SCARF1,SLCO2B1,RNF165,,PLBD1,,INKA1,GPM6A,,,ASAP3,PHKA1,DOK5,,,,,ANKRD18A,
159,,,,,FAM189A1,TAGAP,PLA2R1,TSPAN15,,DNAH17,,MMEL1,GALNT14,,,FKBP10,MPPED2,ADGRG6,,,,,GPC1,
160,,,,,FOSB,MT-CO3,ESR1,RGS17,,CEBPD,,FIBIN,EEF1A1,,,EDNRA,SCN3A,ST8SIA6,,,,,LRFN2,
161,,,,,ERRFI1,KIFC3,PIWIL4,WASF3,,ADAM8,,SMIM10,CENPF,,,ADAMTS4,MYBPC2,SOX13,,,,,PTPRU,
162,,,,,ADCY5,LIPC,WLS,CPAMD8,,SLC26A8,,TUSC1,HMGN2,,,CTSK,CES4A,TEAD4,,,,,MRAP2,
163,,,,,FHL2,MT-ND1,PAPLN,PLAT,,RAB3D,,NAP1L2,RPL10,,,HEPH,COLGALT2,TPD52L1,,,,,SPINK5,
164,,,,,EDNRB,GRINA,ADGRL2,FAM43A,,PLB1,,C2orf73,RPL13,,,EBF2,PEX5L,CSRP2,,,,,SP6,
165,,,,,SELENOM,GPR65,DDR2,GRAP,,EVI2B,,CA4,PLEKHA7,,,FREM1,CDC45,SNCA,,,,,B3GALT5,
166,,,,,PCDH11Y,NOD2,EPB41L3,HOXA3,,PSME1,,PSG7,MKI67,,,SMIM3,VSTM2L,CRIP2,,,,,FGFR3,
167,,,,,HSPB8,PPP1R3B,SLC30A4,KCTD8,,PFKFB4,,PRSS35,PRDX1,,,CERCAM,KCNN1,FAM124A,,,,,BPIFB1,
168,,,,,CSRNP3,DHRS13,EFNB2,N4BP3,,C5orf58,,PTPRM,RPL6,,,TPBG,ZDHHC11,TSPAN12,,,,,HEY2,
169,,,,,GP1BA,ARL11,ARHGAP22,LOXHD1,,ISG15,,LAMC1,SEC11C,,,MN1,TRIP13,NPDC1,,,,,KRT7,
170,,,,,TMEM176A,CHIT1,KIRREL3,CMBL,,HPSE,,PDE7B,KLHL14,,,TBX3,SCN2A,LDLRAD2,,,,,CCNO,
171,,,,,LGALS3BP,C15orf39,MAP1LC3A,PHF24,,ICAM3,,TJP1,PFN1,,,CFAP300,KNDC1,FBLN5,,,,,CHMP4C,
172,,,,,ADGRA2,NSG2,LAMC2,S100A16,,PPEF1,,DOK6,DNAH8,,,TNFRSF12A,GADD45G,S1PR1,,,,,LCN12,
173,,,,,DLL4,TMPRSS12,GRIA3,PDE7B,,PYCARD,,PDGFC,TPX2,,,HOXC4,RAB6B,EHD2,,,,,PKP1,
174,,,,,ENC1,CLN3,CR1L,APBA1,,CALM2,,SGCZ,CFL1,,,CPXM1,TROAP,CX3CL1,,,,,SLC5A1,
175,,,,,IRS1,NANOS3,TRABD2A,,,HSD17B13,,LRIG3,TPT1,,,DACT1,TRPC3,CA2,,,,,B3GNT3,
176,,,,,SUSD5,REM2,CERKL,,,RABGEF1,,KCNQ3,RPL4,,,CAMK2A,CDC20B,MMP28,,,,,FST,
177,,,,,GJC1,NHLH1,TNFRSF9,,,SLC15A5,,TMEM132B,GPS2,,,TMEM98,ARMC3,SLC16A14,,,,,TMEM100,
178,,,,,GLYATL2,LIPF,TDRP,,,GPRIN1,,KCTD12,ATP5MG,,,SPRED3,RORC,CRISPLD1,,,,,RHOV,
179,,,,,LAMB2,,MOXD1,,,NPM2,,CAV1,SRP14,,,MT1E,LGI1,RFLNB,,,,,TACSTD2,
180,,,,,KPNA7,,MYO5B,,,CNPY1,,TP53I11,RAN,,,AADAT,OLAH,CPLX1,,,,,KRT20,
181,,,,,ASTN1,,ATP10B,,,NFE2,,NTNG1,UBB,,,TBX2,PAQR6,BCAM,,,,,HAUS7,
182,,,,,SAMD11,,CDH2,,,FTH1,,ARFGEF3,COX4I1,,,FZD1,NPHS2,ASS1,,,,,CREG2,
183,,,,,ASXL3,,RARRES2,,,AOC1,,TMEM200A,BUB1,,,CNN1,NUDT8,APCDD1,,,,,C9orf50,
184,,,,,GPX3,,RASGEF1A,,,VSTM1,,ARSJ,ORC6,,,TSKU,ZDHHC11B,CAVIN3,,,,,FGF20,
185,,,,,CRB2,,KIF6,,,,,CNTNAP3,RPS14,,,KCNK3,NPM3,ATAD3C,,,,,FGF9,
186,,,,,GDF7,,NELL1,,,,,NUPR1,SUSD3,,,GLIS3,RNF208,ANKRD65,,,,,RGPD6,
187,,,,,CXCL11,,ADAMTS14,,,,,PRSS48,CDCA7,,,FBN1,USP2,MGAT5B,,,,,ABCF2.1,
188,,,,,TMEM255A,,DSC2,,,,,TDRD10,RABAC1,,,UACA,RBPJL,LRRC32,,,,,ACR,
189,,,,,MOCS1,,TCIM,,,,,SLC48A1,SELENOK,,,LAMA2,ADM5,ELFN1,,,,,TEX43,
190,,,,,PLAC9,,ALS2CL,,,,,CTTNBP2,APOO,,,DCBLD2,RAB33A,KCNK9,,,,,MS4A8,
191,,,,,MYOZ2,,VANGL2,,,,,GPSM1,MYBL2,,,GXYLT2,EPHA7,ASB9,,,,,C7orf25,
192,,,,,NDN,,PRTG,,,,,SYN2,CDK1,,,ARMC9,C19orf81,MMP15,,,,,MUC1,
193,,,,,FEZ1,,FGF11,,,,,BHMT2,DLGAP5,,,MSRB3,PPP1R14A,HOXD8,,,,,SELENOV,
194,,,,,IAPP,,GABRB3,,,,,DCHS1,MARCKSL1,,,CHL1,REELD1,PON3,,,,,TRPV6,
195,,,,,FZD7,,LIPG,,,,,SLC45A3,SDF2L1,,,SLC12A8,GJB2,AQP7,,,,,APOB,
196,,,,,TGFB1I1,,RPS6KL1,,,,,CSPG4,KIF2C,,,BMP1,PLG,PLPPR4,,,,,CPN2,
197,,,,,PURG,,PTGFR,,,,,RAP1GAP,TUBA4A,,,GPR173,PITX3,EPHX4,,,,,NRXN3,
198,,,,,GLP2R,,CDC42EP5,,,,,ZNF454,EIF5A,,,ALDH1A3,FAM71F1,PKP4,,,,,CACNA2D1,
199,,,,,FOXO6,,TNFRSF19,,,,,TTC29,SHCBP1,,,SMARCA1,THEG,INSR,,,,,UNC5C,
200,,,,,CDKN1C,,PRDM6,,,,,SMIM17,TMA7,,,HECW1,LIPJ,HEG1,,,,,EGFR,
201,,,,,CELSR2,,WDR87,,,,,BRSK2,KCNK12,,,LGALS1,NCALD,CADPS2,,,,,ITGB8,
202,,,,,CHRD,,MAL2,,,,,EFNB1,BTF3,,,RFX8,CEP78,ETS2,,,,,MARK1,
203,,,,,C9orf92,,AP3B2,,,,,SEZ6L2,ESCO2,,,DZIP1L,CSMD1,CACHD1,,,,,EPS8,
204,,,,,TRNP1,,GLIS2,,,,,GLRB,CDCA2,,,LRFN5,C12orf75,ADAMTSL3,,,,,NTN1,
205,,,,,NFIB,,MDK,,,,,C16orf78,CDCA7L,,,ANGPT1,PAK3,JAG1,,,,,CCDC3,
206,,,,,ANK2,,VRTN,,,,,TMEM74B,CDCA8,,,SYTL4,IL4I1,IGFBP4,,,,,ADARB2,
207,,,,,TEAD1,,COLCA2,,,,,BCO1,MAMDC2,,,SYN1,ATF5,DAB2IP,,,,,MET,
208,,,,,COLQ,,CFAP221,,,,,ZNF732,SLC25A5,,,PLEKHA6,MT-ND2,NHSL2,,,,,CDH13,
209,,,,,FERMT2,,PTGES,,,,,LIF,ATP5F1E,,,CD276,MSR1,SYNPO,,,,,ADAM23,
210,,,,,DEPP1,,PTN,,,,,TSPAN6,AURKB,,,SSC5D,PTPN20,NRCAM,,,,,PTGS2,
211,,,,,MPDZ,,ABCA8,,,,,SLC16A11,EHD3,,,CLEC11A,SYT17,EML1,,,,,SORBS1,
212,,,,,COL18A1,,EFS,,,,,ARL6IP1,PBK,,,MMP23B,DCDC1,CD109,,,,,ENAH,
213,,,,,ZNF462,,SH3GL3,,,,,TRIM54,RANBP1,,,GLIS1,GRIK4,GIPC2,,,,,TGM2,
214,,,,,RCAN2,,COLEC10,,,,,GOLGA8K,KIFC1,,,METTL24,WNT5A,ADAM15,,,,,NTN4,
215,,,,,PDE1C,,FAM222A,,,,,GBX1,PCBP1,,,COPZ2,SEZ6L,PMP22,,,,,EPHA4,
216,,,,,GUCY1B1,,CASQ1,,,,,GUCY1B1,PPP1CA,,,P3H3,VAT1L,UPP1,,,,,CDH3,
217,,,,,PROS1,,TTBK1,,,,,RAET1E,DUSP2,,,IL1RL2,BBOX1,ACVRL1,,,,,CATSPERB,
218,,,,,CAP2,,TNNT3,,,,,SYBU,CALM3,,,EGFL6,UNC13C,PKN3,,,,,SCD5,
219,,,,,THBD,,MFAP5,,,,,TMOD1,AURKA,,,ADORA1,WDR17,SHROOM2,,,,,RDH10,
220,,,,,CD24,,PNMA3,,,,,,CCDC167,,,KCNK2,FBL,THSD1,,,,,MGST1,
221,,,,,SERPINH1,,DDX4,,,,,,ATP5MC3,,,STUM,DCDC2,PDGFB,,,,,FRK,
222,,,,,FBLN7,,B4GALNT1,,,,,,NDUFS5,,,MTMR11,MARVELD2,RHOB,,,,,PLEKHG7,
223,,,,,HMCN2,,CATIP,,,,,,CHCHD10,,,ZNF469,MTRNR2L8,ADAMTS18,,,,,ENPP6,
224,,,,,RAI2,,APLP1,,,,,,BMP7,,,GNB3,CISH,CCDC85B,,,,,DSP,
225,,,,,PLXDC1,,CLDN7,,,,,,ELOB,,,XPNPEP2,RECQL4,RP1,,,,,ZBTB7C,
226,,,,,PTPN21,,DEFB124,,,,,,CITED2,,,PTPN21,STK32A,CD59,,,,,BAIAP2L1,
227,,,,,NDRG2,,BTC,,,,,,KBTBD8,,,ERRFI1,C4orf50,KCTD15,,,,,ITGA2,
228,,,,,C1orf198,,KIRREL2,,,,,,BIRC5,,,SNAI2,RRS1,OLFML2A,,,,,B4GALNT3,
229,,,,,SLC25A27,,PLP1,,,,,,ASF1B,,,,TUBB2A,KIT,,,,,COL22A1,
230,,,,,KRT8,,CSF3,,,,,,NDUFB10,,,,PRMT8,VAT1,,,,,PLS1,
231,,,,,ITGA7,,RAG2,,,,,,NDUFB11,,,,CELSR3,CHST4,,,,,KITLG,
232,,,,,GPC4,,LHFPL1,,,,,,ATP5ME,,,,SLC6A13,RND1,,,,,PRLR,
233,,,,,NLGN2,,FLRT3,,,,,,RPL12,,,,ICAM5,CDR2L,,,,,CHST9,
234,,,,,CDC42EP1,,CILP2,,,,,,TMPRSS15,,,,HRH4,MYOM3,,,,,CLDN1,
235,,,,,LBP,,CACNA1G,,,,,,CCNA2,,,,TRPC7,TLR3,,,,,LAMB3,
236,,,,,EFEMP2,,C8orf74,,,,,,TMEM160,,,,HHLA2,CABP1,,,,,AFAP1L2,
237,,,,,RGN,,ROBO1,,,,,,DEPDC1,,,,,CDH24,,,,,CLIC6,
238,,,,,GSTM3,,RBPMS,,,,,,HLA-DOB,,,,,VAX2,,,,,RADIL,
239,,,,,ADH6,,KIAA1217,,,,,,E2F8,,,,,PTPN5,,,,,CGNL1,
240,,,,,MROH2B,,CHN1,,,,,,OST4,,,,,A2M,,,,,TRABD2B,
241,,,,,ARHGEF25,,TCF7L1,,,,,,PPP1R14B,,,,,IGFBP2,,,,,TMEM45B,
242,,,,,RBPMS2,,GNAL,,,,,,NUDT1,,,,,,,,,,SMPDL3A,
243,,,,,HHIPL1,,NAV3,,,,,,CDCA3,,,,,,,,,,POF1B,
244,,,,,CADM3,,ADAM22,,,,,,CUTA,,,,,,,,,,EPS8L1,
245,,,,,,,AGBL4,,,,,,SCAND1,,,,,,,,,,DSG2,
246,,,,,,,SSPN,,,,,,NDUFA1,,,,,,,,,,ENPP3,
247,,,,,,,MATN2,,,,,,MCM2,,,,,,,,,,SCNN1B,
248,,,,,,,SOBP,,,,,,ACRV1,,,,,,,,,,PERP,
249,,,,,,,SUGCT,,,,,,TIMM13,,,,,,,,,,BAMBI,
250,,,,,,,PAPSS2,,,,,,EMC6,,,,,,,,,,JPH1,
251,,,,,,,MMD,,,,,,E2F1,,,,,,,,,,PALM,
252,,,,,,,IRS2,,,,,,CDC6,,,,,,,,,,CXCL1,
253,,,,,,,ARNT2,,,,,,CKS1B,,,,,,,,,,TEAD3,
254,,,,,,,CDON,,,,,,FAM167A,,,,,,,,,,ADM,
255,,,,,,,GHR,,,,,,CDKN2C,,,,,,,,,,UPK1B,
256,,,,,,,ADAMTS10,,,,,,PKMYT1,,,,,,,,,,PRSS12,
257,,,,,,,ABCB9,,,,,,CDK2AP2,,,,,,,,,,EPB41L4B,
258,,,,,,,NECTIN3,,,,,,MAD2L1,,,,,,,,,,SERINC2,
259,,,,,,,IGSF23,,,,,,TRAPPC1,,,,,,,,,,PLEKHH1,
260,,,,,,,RHPN2,,,,,,COL9A3,,,,,,,,,,C9,
261,,,,,,,ACHE,,,,,,CHCHD1,,,,,,,,,,HOOK1,
262,,,,,,,C1QTNF1,,,,,,CDK5R1,,,,,,,,,,STEAP3,
263,,,,,,,SH3BGRL2,,,,,,MRPS12,,,,,,,,,,GABRE,
264,,,,,,,KCNJ6,,,,,,TIMM10,,,,,,,,,,BSPRY,
265,,,,,,,DLL1,,,,,,TUBA4B,,,,,,,,,,SLC22A25,
266,,,,,,,WIPF3,,,,,,FBXO43,,,,,,,,,,FERMT1,
267,,,,,,,TTC39A,,,,,,BEND4,,,,,,,,,,FSTL4,
268,,,,,,,SUSD4,,,,,,PRC1,,,,,,,,,,SCNN1A,
269,,,,,,,SSTR2,,,,,,EFCAB3,,,,,,,,,,PLEKHN1,
270,,,,,,,LCA5,,,,,,DCTN3,,,,,,,,,,DSEL,
271,,,,,,,MST1R,,,,,,NOP10,,,,,,,,,,KLRG2,
272,,,,,,,MLF1,,,,,,NEK2,,,,,,,,,,FOXC1,
273,,,,,,,GSTT2B,,,,,,UBL5,,,,,,,,,,IGSF21,
274,,,,,,,NT5E,,,,,,KIF20A,,,,,,,,,,GABRB2,
275,,,,,,,CHST3,,,,,,CENPW,,,,,,,,,,PLCH2,
276,,,,,,,PLXNB1,,,,,,ZNF593,,,,,,,,,,MPZL2,
277,,,,,,,IL17REL,,,,,,RPL18A,,,,,,,,,,NTRK1,
278,,,,,,,DNAH5,,,,,,FCRLB,,,,,,,,,,CYP24A1,
279,,,,,,,CRTAC1,,,,,,HSPE1,,,,,,,,,,ANKRD45,
280,,,,,,,PPIC,,,,,,GNGT2,,,,,,,,,,SLC44A4,
281,,,,,,,PEX11A,,,,,,COX6A1,,,,,,,,,,WNT9A,
282,,,,,,,ACOX2,,,,,,SETSIP,,,,,,,,,,TMEM40,
283,,,,,,,C16orf89,,,,,,SAMD12,,,,,,,,,,CREB3L1,
284,,,,,,,WFDC3,,,,,,EBF1,,,,,,,,,,CGN,
285,,,,,,,RASL10A,,,,,,LHFPL2,,,,,,,,,,AKR1C2,
286,,,,,,,ADM2,,,,,,OSBPL10,,,,,,,,,,SCNN1G,
287,,,,,,,HOPX,,,,,,TMEM156,,,,,,,,,,VWA2,
288,,,,,,,PNPLA3,,,,,,CD37,,,,,,,,,,MDFI,
289,,,,,,,HES6,,,,,,LAPTM5,,,,,,,,,,HEY1,
290,,,,,,,SHISAL1,,,,,,PRDM15,,,,,,,,,,PHYHIPL,
291,,,,,,,CYB5R2,,,,,,BRI3BP,,,,,,,,,,TFAP2A,
292,,,,,,,CPO,,,,,,SET,,,,,,,,,,CHST1,
293,,,,,,,FGF18,,,,,,TUBA1B,,,,,,,,,,AGR2,
294,,,,,,,POPDC3,,,,,,BCAS4,,,,,,,,,,INAVA,
295,,,,,,,NYNRIN,,,,,,ASPM,,,,,,,,,,ZBTB42,
296,,,,,,,HEYL,,,,,,CORO1A,,,,,,,,,,EPHX3,
297,,,,,,,ACOT1,,,,,,MT-CO2,,,,,,,,,,CYP11A1,
298,,,,,,,TRPV5,,,,,,KNL1,,,,,,,,,,SCEL,
299,,,,,,,WNT5A,,,,,,PPIA,,,,,,,,,,PRSS50.1,
300,,,,,,,,,,,,,NUSAP1,,,,,,,,,,CPA3,
301,,,,,,,,,,,,,CENPE,,,,,,,,,,ZBED9,
302,,,,,,,,,,,,,RPSA,,,,,,,,,,MRLN,
303,,,,,,,,,,,,,PDIA4,,,,,,,,,,TTLL10,
304,,,,,,,,,,,,,RAC2,,,,,,,,,,ASCL4,
305,,,,,,,,,,,,,RACK1,,,,,,,,,,C7orf57,
306,,,,,,,,,,,,,KIF11,,,,,,,,,,FUT6,
307,,,,,,,,,,,,,ANP32E,,,,,,,,,,DRD2,
308,,,,,,,,,,,,,TUBB4B,,,,,,,,,,OR2L3,
309,,,,,,,,,,,,,WEE1,,,,,,,,,,KCNJ12,
310,,,,,,,,,,,,,NDC80,,,,,,,,,,INHA,
311,,,,,,,,,,,,,LMO2,,,,,,,,,,PGLYRP4,
312,,,,,,,,,,,,,RBM38,,,,,,,,,,KAZN,
313,,,,,,,,,,,,,SLC25A6,,,,,,,,,,PARD3,
314,,,,,,,,,,,,,MND1,,,,,,,,,,RIN2,
315,,,,,,,,,,,,,HMMR,,,,,,,,,,LTBP1,
316,,,,,,,,,,,,,SLC2A5,,,,,,,,,,MAPK10,
317,,,,,,,,,,,,,GTSE1,,,,,,,,,,PARM1,
318,,,,,,,,,,,,,ODC1,,,,,,,,,,MID1,
319,,,,,,,,,,,,,NACA,,,,,,,,,,PPP1R9A,
320,,,,,,,,,,,,,GCSAM,,,,,,,,,,TGFBR3,
321,,,,,,,,,,,,,HIP1R,,,,,,,,,,PPM1H,
322,,,,,,,,,,,,,MANF,,,,,,,,,,STXBP6,
323,,,,,,,,,,,,,SNRPB,,,,,,,,,,MAP7,
324,,,,,,,,,,,,,ANLN,,,,,,,,,,SGPP2,
325,,,,,,,,,,,,,MCM4,,,,,,,,,,DLG5,
326,,,,,,,,,,,,,C1QBP,,,,,,,,,,SEMA6D,
327,,,,,,,,,,,,,CENPU,,,,,,,,,,PTPRF,
328,,,,,,,,,,,,,MRPS34,,,,,,,,,,ITGA3,
329,,,,,,,,,,,,,DBI,,,,,,,,,,CHI3L2,
330,,,,,,,,,,,,,FAM111B,,,,,,,,,,TMOD1,
331,,,,,,,,,,,,,SSNA1,,,,,,,,,,CMYA5,
332,,,,,,,,,,,,,SNRPF,,,,,,,,,,CDH26,
333,,,,,,,,,,,,,SYBU,,,,,,,,,,SOCS2,
334,,,,,,,,,,,,,TMEM258,,,,,,,,,,EMP2,
